,X,Y_True
370,Original_Tiles_Resized 1331.png,Layer_Labeled_Resized 1331.npy
371,Original_Tiles_Resized 1332.png,Layer_Labeled_Resized 1332.npy
372,Original_Tiles_Resized 1333.png,Layer_Labeled_Resized 1333.npy
373,Original_Tiles_Resized 1334.png,Layer_Labeled_Resized 1334.npy
374,Original_Tiles_Resized 1335.png,Layer_Labeled_Resized 1335.npy
375,Original_Tiles_Resized 1336.png,Layer_Labeled_Resized 1336.npy
376,Original_Tiles_Resized 1337.png,Layer_Labeled_Resized 1337.npy
377,Original_Tiles_Resized 1338.png,Layer_Labeled_Resized 1338.npy
378,Original_Tiles_Resized 1339.png,Layer_Labeled_Resized 1339.npy
379,Original_Tiles_Resized 134.png,Layer_Labeled_Resized 134.npy
380,Original_Tiles_Resized 1340.png,Layer_Labeled_Resized 1340.npy
381,Original_Tiles_Resized 1341.png,Layer_Labeled_Resized 1341.npy
382,Original_Tiles_Resized 1342.png,Layer_Labeled_Resized 1342.npy
383,Original_Tiles_Resized 1343.png,Layer_Labeled_Resized 1343.npy
384,Original_Tiles_Resized 1344.png,Layer_Labeled_Resized 1344.npy
385,Original_Tiles_Resized 1345.png,Layer_Labeled_Resized 1345.npy
386,Original_Tiles_Resized 1346.png,Layer_Labeled_Resized 1346.npy
387,Original_Tiles_Resized 1347.png,Layer_Labeled_Resized 1347.npy
388,Original_Tiles_Resized 1348.png,Layer_Labeled_Resized 1348.npy
389,Original_Tiles_Resized 1349.png,Layer_Labeled_Resized 1349.npy
390,Original_Tiles_Resized 135.png,Layer_Labeled_Resized 135.npy
391,Original_Tiles_Resized 1350.png,Layer_Labeled_Resized 1350.npy
392,Original_Tiles_Resized 1351.png,Layer_Labeled_Resized 1351.npy
393,Original_Tiles_Resized 1352.png,Layer_Labeled_Resized 1352.npy
394,Original_Tiles_Resized 1353.png,Layer_Labeled_Resized 1353.npy
395,Original_Tiles_Resized 1354.png,Layer_Labeled_Resized 1354.npy
396,Original_Tiles_Resized 1355.png,Layer_Labeled_Resized 1355.npy
397,Original_Tiles_Resized 1356.png,Layer_Labeled_Resized 1356.npy
398,Original_Tiles_Resized 1357.png,Layer_Labeled_Resized 1357.npy
399,Original_Tiles_Resized 1358.png,Layer_Labeled_Resized 1358.npy
400,Original_Tiles_Resized 1359.png,Layer_Labeled_Resized 1359.npy
401,Original_Tiles_Resized 136.png,Layer_Labeled_Resized 136.npy
402,Original_Tiles_Resized 1360.png,Layer_Labeled_Resized 1360.npy
403,Original_Tiles_Resized 1361.png,Layer_Labeled_Resized 1361.npy
404,Original_Tiles_Resized 1362.png,Layer_Labeled_Resized 1362.npy
405,Original_Tiles_Resized 1363.png,Layer_Labeled_Resized 1363.npy
406,Original_Tiles_Resized 1364.png,Layer_Labeled_Resized 1364.npy
407,Original_Tiles_Resized 1365.png,Layer_Labeled_Resized 1365.npy
408,Original_Tiles_Resized 1366.png,Layer_Labeled_Resized 1366.npy
409,Original_Tiles_Resized 1367.png,Layer_Labeled_Resized 1367.npy
410,Original_Tiles_Resized 1368.png,Layer_Labeled_Resized 1368.npy
411,Original_Tiles_Resized 1369.png,Layer_Labeled_Resized 1369.npy
412,Original_Tiles_Resized 137.png,Layer_Labeled_Resized 137.npy
413,Original_Tiles_Resized 1370.png,Layer_Labeled_Resized 1370.npy
414,Original_Tiles_Resized 1371.png,Layer_Labeled_Resized 1371.npy
415,Original_Tiles_Resized 1372.png,Layer_Labeled_Resized 1372.npy
416,Original_Tiles_Resized 1373.png,Layer_Labeled_Resized 1373.npy
417,Original_Tiles_Resized 1374.png,Layer_Labeled_Resized 1374.npy
418,Original_Tiles_Resized 1375.png,Layer_Labeled_Resized 1375.npy
419,Original_Tiles_Resized 1376.png,Layer_Labeled_Resized 1376.npy
420,Original_Tiles_Resized 1377.png,Layer_Labeled_Resized 1377.npy
421,Original_Tiles_Resized 1378.png,Layer_Labeled_Resized 1378.npy
422,Original_Tiles_Resized 1379.png,Layer_Labeled_Resized 1379.npy
423,Original_Tiles_Resized 138.png,Layer_Labeled_Resized 138.npy
424,Original_Tiles_Resized 1380.png,Layer_Labeled_Resized 1380.npy
425,Original_Tiles_Resized 1381.png,Layer_Labeled_Resized 1381.npy
426,Original_Tiles_Resized 1382.png,Layer_Labeled_Resized 1382.npy
427,Original_Tiles_Resized 1383.png,Layer_Labeled_Resized 1383.npy
428,Original_Tiles_Resized 1384.png,Layer_Labeled_Resized 1384.npy
429,Original_Tiles_Resized 1385.png,Layer_Labeled_Resized 1385.npy
430,Original_Tiles_Resized 1386.png,Layer_Labeled_Resized 1386.npy
431,Original_Tiles_Resized 1387.png,Layer_Labeled_Resized 1387.npy
432,Original_Tiles_Resized 1388.png,Layer_Labeled_Resized 1388.npy
433,Original_Tiles_Resized 1389.png,Layer_Labeled_Resized 1389.npy
434,Original_Tiles_Resized 139.png,Layer_Labeled_Resized 139.npy
435,Original_Tiles_Resized 1390.png,Layer_Labeled_Resized 1390.npy
436,Original_Tiles_Resized 1391.png,Layer_Labeled_Resized 1391.npy
437,Original_Tiles_Resized 1392.png,Layer_Labeled_Resized 1392.npy
438,Original_Tiles_Resized 1393.png,Layer_Labeled_Resized 1393.npy
439,Original_Tiles_Resized 1394.png,Layer_Labeled_Resized 1394.npy
440,Original_Tiles_Resized 1395.png,Layer_Labeled_Resized 1395.npy
441,Original_Tiles_Resized 1396.png,Layer_Labeled_Resized 1396.npy
442,Original_Tiles_Resized 1397.png,Layer_Labeled_Resized 1397.npy
443,Original_Tiles_Resized 1398.png,Layer_Labeled_Resized 1398.npy
444,Original_Tiles_Resized 1399.png,Layer_Labeled_Resized 1399.npy
445,Original_Tiles_Resized 14.png,Layer_Labeled_Resized 14.npy
446,Original_Tiles_Resized 140.png,Layer_Labeled_Resized 140.npy
447,Original_Tiles_Resized 1400.png,Layer_Labeled_Resized 1400.npy
448,Original_Tiles_Resized 1401.png,Layer_Labeled_Resized 1401.npy
449,Original_Tiles_Resized 1402.png,Layer_Labeled_Resized 1402.npy
450,Original_Tiles_Resized 1403.png,Layer_Labeled_Resized 1403.npy
451,Original_Tiles_Resized 1404.png,Layer_Labeled_Resized 1404.npy
452,Original_Tiles_Resized 1405.png,Layer_Labeled_Resized 1405.npy
453,Original_Tiles_Resized 1406.png,Layer_Labeled_Resized 1406.npy
454,Original_Tiles_Resized 1407.png,Layer_Labeled_Resized 1407.npy
455,Original_Tiles_Resized 1408.png,Layer_Labeled_Resized 1408.npy
456,Original_Tiles_Resized 1409.png,Layer_Labeled_Resized 1409.npy
457,Original_Tiles_Resized 141.png,Layer_Labeled_Resized 141.npy
458,Original_Tiles_Resized 1410.png,Layer_Labeled_Resized 1410.npy
459,Original_Tiles_Resized 1411.png,Layer_Labeled_Resized 1411.npy
460,Original_Tiles_Resized 1412.png,Layer_Labeled_Resized 1412.npy
461,Original_Tiles_Resized 1413.png,Layer_Labeled_Resized 1413.npy
462,Original_Tiles_Resized 1414.png,Layer_Labeled_Resized 1414.npy
463,Original_Tiles_Resized 1415.png,Layer_Labeled_Resized 1415.npy
464,Original_Tiles_Resized 1416.png,Layer_Labeled_Resized 1416.npy
465,Original_Tiles_Resized 1417.png,Layer_Labeled_Resized 1417.npy
466,Original_Tiles_Resized 1418.png,Layer_Labeled_Resized 1418.npy
467,Original_Tiles_Resized 1419.png,Layer_Labeled_Resized 1419.npy
468,Original_Tiles_Resized 142.png,Layer_Labeled_Resized 142.npy
469,Original_Tiles_Resized 1420.png,Layer_Labeled_Resized 1420.npy
470,Original_Tiles_Resized 1421.png,Layer_Labeled_Resized 1421.npy
471,Original_Tiles_Resized 1422.png,Layer_Labeled_Resized 1422.npy
472,Original_Tiles_Resized 1423.png,Layer_Labeled_Resized 1423.npy
473,Original_Tiles_Resized 1424.png,Layer_Labeled_Resized 1424.npy
474,Original_Tiles_Resized 1425.png,Layer_Labeled_Resized 1425.npy
475,Original_Tiles_Resized 1426.png,Layer_Labeled_Resized 1426.npy
476,Original_Tiles_Resized 1427.png,Layer_Labeled_Resized 1427.npy
477,Original_Tiles_Resized 1428.png,Layer_Labeled_Resized 1428.npy
478,Original_Tiles_Resized 1429.png,Layer_Labeled_Resized 1429.npy
479,Original_Tiles_Resized 143.png,Layer_Labeled_Resized 143.npy
480,Original_Tiles_Resized 1430.png,Layer_Labeled_Resized 1430.npy
481,Original_Tiles_Resized 1431.png,Layer_Labeled_Resized 1431.npy
482,Original_Tiles_Resized 1432.png,Layer_Labeled_Resized 1432.npy
483,Original_Tiles_Resized 1433.png,Layer_Labeled_Resized 1433.npy
484,Original_Tiles_Resized 1434.png,Layer_Labeled_Resized 1434.npy
485,Original_Tiles_Resized 1435.png,Layer_Labeled_Resized 1435.npy
486,Original_Tiles_Resized 1436.png,Layer_Labeled_Resized 1436.npy
487,Original_Tiles_Resized 1437.png,Layer_Labeled_Resized 1437.npy
488,Original_Tiles_Resized 1438.png,Layer_Labeled_Resized 1438.npy
489,Original_Tiles_Resized 1439.png,Layer_Labeled_Resized 1439.npy
490,Original_Tiles_Resized 144.png,Layer_Labeled_Resized 144.npy
491,Original_Tiles_Resized 1440.png,Layer_Labeled_Resized 1440.npy
492,Original_Tiles_Resized 1441.png,Layer_Labeled_Resized 1441.npy
493,Original_Tiles_Resized 1442.png,Layer_Labeled_Resized 1442.npy
494,Original_Tiles_Resized 1443.png,Layer_Labeled_Resized 1443.npy
495,Original_Tiles_Resized 1444.png,Layer_Labeled_Resized 1444.npy
496,Original_Tiles_Resized 1445.png,Layer_Labeled_Resized 1445.npy
497,Original_Tiles_Resized 1446.png,Layer_Labeled_Resized 1446.npy
498,Original_Tiles_Resized 1447.png,Layer_Labeled_Resized 1447.npy
499,Original_Tiles_Resized 1448.png,Layer_Labeled_Resized 1448.npy
500,Original_Tiles_Resized 1449.png,Layer_Labeled_Resized 1449.npy
501,Original_Tiles_Resized 145.png,Layer_Labeled_Resized 145.npy
502,Original_Tiles_Resized 1450.png,Layer_Labeled_Resized 1450.npy
503,Original_Tiles_Resized 1451.png,Layer_Labeled_Resized 1451.npy
504,Original_Tiles_Resized 1452.png,Layer_Labeled_Resized 1452.npy
505,Original_Tiles_Resized 1453.png,Layer_Labeled_Resized 1453.npy
506,Original_Tiles_Resized 1454.png,Layer_Labeled_Resized 1454.npy
507,Original_Tiles_Resized 1455.png,Layer_Labeled_Resized 1455.npy
508,Original_Tiles_Resized 1456.png,Layer_Labeled_Resized 1456.npy
509,Original_Tiles_Resized 1457.png,Layer_Labeled_Resized 1457.npy
510,Original_Tiles_Resized 1458.png,Layer_Labeled_Resized 1458.npy
511,Original_Tiles_Resized 1459.png,Layer_Labeled_Resized 1459.npy
512,Original_Tiles_Resized 146.png,Layer_Labeled_Resized 146.npy
513,Original_Tiles_Resized 1460.png,Layer_Labeled_Resized 1460.npy
514,Original_Tiles_Resized 1461.png,Layer_Labeled_Resized 1461.npy
515,Original_Tiles_Resized 1462.png,Layer_Labeled_Resized 1462.npy
516,Original_Tiles_Resized 1463.png,Layer_Labeled_Resized 1463.npy
517,Original_Tiles_Resized 1464.png,Layer_Labeled_Resized 1464.npy
518,Original_Tiles_Resized 1465.png,Layer_Labeled_Resized 1465.npy
519,Original_Tiles_Resized 1466.png,Layer_Labeled_Resized 1466.npy
520,Original_Tiles_Resized 1467.png,Layer_Labeled_Resized 1467.npy
521,Original_Tiles_Resized 1468.png,Layer_Labeled_Resized 1468.npy
522,Original_Tiles_Resized 1469.png,Layer_Labeled_Resized 1469.npy
523,Original_Tiles_Resized 147.png,Layer_Labeled_Resized 147.npy
524,Original_Tiles_Resized 1470.png,Layer_Labeled_Resized 1470.npy
525,Original_Tiles_Resized 1471.png,Layer_Labeled_Resized 1471.npy
526,Original_Tiles_Resized 1472.png,Layer_Labeled_Resized 1472.npy
527,Original_Tiles_Resized 1473.png,Layer_Labeled_Resized 1473.npy
528,Original_Tiles_Resized 1474.png,Layer_Labeled_Resized 1474.npy
529,Original_Tiles_Resized 1475.png,Layer_Labeled_Resized 1475.npy
530,Original_Tiles_Resized 1476.png,Layer_Labeled_Resized 1476.npy
531,Original_Tiles_Resized 1477.png,Layer_Labeled_Resized 1477.npy
532,Original_Tiles_Resized 1478.png,Layer_Labeled_Resized 1478.npy
533,Original_Tiles_Resized 1479.png,Layer_Labeled_Resized 1479.npy
534,Original_Tiles_Resized 148.png,Layer_Labeled_Resized 148.npy
535,Original_Tiles_Resized 1480.png,Layer_Labeled_Resized 1480.npy
536,Original_Tiles_Resized 1481.png,Layer_Labeled_Resized 1481.npy
537,Original_Tiles_Resized 1482.png,Layer_Labeled_Resized 1482.npy
538,Original_Tiles_Resized 1483.png,Layer_Labeled_Resized 1483.npy
539,Original_Tiles_Resized 1484.png,Layer_Labeled_Resized 1484.npy
540,Original_Tiles_Resized 1485.png,Layer_Labeled_Resized 1485.npy
541,Original_Tiles_Resized 1486.png,Layer_Labeled_Resized 1486.npy
542,Original_Tiles_Resized 1487.png,Layer_Labeled_Resized 1487.npy
543,Original_Tiles_Resized 1488.png,Layer_Labeled_Resized 1488.npy
544,Original_Tiles_Resized 1489.png,Layer_Labeled_Resized 1489.npy
545,Original_Tiles_Resized 149.png,Layer_Labeled_Resized 149.npy
546,Original_Tiles_Resized 1490.png,Layer_Labeled_Resized 1490.npy
547,Original_Tiles_Resized 1491.png,Layer_Labeled_Resized 1491.npy
548,Original_Tiles_Resized 1492.png,Layer_Labeled_Resized 1492.npy
549,Original_Tiles_Resized 1493.png,Layer_Labeled_Resized 1493.npy
550,Original_Tiles_Resized 1494.png,Layer_Labeled_Resized 1494.npy
551,Original_Tiles_Resized 1495.png,Layer_Labeled_Resized 1495.npy
552,Original_Tiles_Resized 1496.png,Layer_Labeled_Resized 1496.npy
553,Original_Tiles_Resized 1497.png,Layer_Labeled_Resized 1497.npy
554,Original_Tiles_Resized 1498.png,Layer_Labeled_Resized 1498.npy
555,Original_Tiles_Resized 1499.png,Layer_Labeled_Resized 1499.npy
556,Original_Tiles_Resized 15.png,Layer_Labeled_Resized 15.npy
557,Original_Tiles_Resized 150.png,Layer_Labeled_Resized 150.npy
558,Original_Tiles_Resized 1500.png,Layer_Labeled_Resized 1500.npy
559,Original_Tiles_Resized 1501.png,Layer_Labeled_Resized 1501.npy
560,Original_Tiles_Resized 1502.png,Layer_Labeled_Resized 1502.npy
561,Original_Tiles_Resized 1503.png,Layer_Labeled_Resized 1503.npy
562,Original_Tiles_Resized 1504.png,Layer_Labeled_Resized 1504.npy
563,Original_Tiles_Resized 1505.png,Layer_Labeled_Resized 1505.npy
564,Original_Tiles_Resized 1506.png,Layer_Labeled_Resized 1506.npy
565,Original_Tiles_Resized 1507.png,Layer_Labeled_Resized 1507.npy
566,Original_Tiles_Resized 1508.png,Layer_Labeled_Resized 1508.npy
567,Original_Tiles_Resized 1509.png,Layer_Labeled_Resized 1509.npy
568,Original_Tiles_Resized 151.png,Layer_Labeled_Resized 151.npy
569,Original_Tiles_Resized 1510.png,Layer_Labeled_Resized 1510.npy
570,Original_Tiles_Resized 1511.png,Layer_Labeled_Resized 1511.npy
571,Original_Tiles_Resized 1512.png,Layer_Labeled_Resized 1512.npy
572,Original_Tiles_Resized 1513.png,Layer_Labeled_Resized 1513.npy
573,Original_Tiles_Resized 1514.png,Layer_Labeled_Resized 1514.npy
574,Original_Tiles_Resized 1515.png,Layer_Labeled_Resized 1515.npy
575,Original_Tiles_Resized 152.png,Layer_Labeled_Resized 152.npy
576,Original_Tiles_Resized 153.png,Layer_Labeled_Resized 153.npy
577,Original_Tiles_Resized 154.png,Layer_Labeled_Resized 154.npy
578,Original_Tiles_Resized 155.png,Layer_Labeled_Resized 155.npy
579,Original_Tiles_Resized 156.png,Layer_Labeled_Resized 156.npy
580,Original_Tiles_Resized 157.png,Layer_Labeled_Resized 157.npy
581,Original_Tiles_Resized 158.png,Layer_Labeled_Resized 158.npy
582,Original_Tiles_Resized 159.png,Layer_Labeled_Resized 159.npy
583,Original_Tiles_Resized 16.png,Layer_Labeled_Resized 16.npy
584,Original_Tiles_Resized 160.png,Layer_Labeled_Resized 160.npy
585,Original_Tiles_Resized 161.png,Layer_Labeled_Resized 161.npy
586,Original_Tiles_Resized 162.png,Layer_Labeled_Resized 162.npy
587,Original_Tiles_Resized 163.png,Layer_Labeled_Resized 163.npy
588,Original_Tiles_Resized 164.png,Layer_Labeled_Resized 164.npy
589,Original_Tiles_Resized 165.png,Layer_Labeled_Resized 165.npy
590,Original_Tiles_Resized 166.png,Layer_Labeled_Resized 166.npy
591,Original_Tiles_Resized 167.png,Layer_Labeled_Resized 167.npy
592,Original_Tiles_Resized 168.png,Layer_Labeled_Resized 168.npy
593,Original_Tiles_Resized 169.png,Layer_Labeled_Resized 169.npy
594,Original_Tiles_Resized 17.png,Layer_Labeled_Resized 17.npy
595,Original_Tiles_Resized 170.png,Layer_Labeled_Resized 170.npy
596,Original_Tiles_Resized 171.png,Layer_Labeled_Resized 171.npy
597,Original_Tiles_Resized 172.png,Layer_Labeled_Resized 172.npy
598,Original_Tiles_Resized 173.png,Layer_Labeled_Resized 173.npy
599,Original_Tiles_Resized 174.png,Layer_Labeled_Resized 174.npy
600,Original_Tiles_Resized 175.png,Layer_Labeled_Resized 175.npy
601,Original_Tiles_Resized 176.png,Layer_Labeled_Resized 176.npy
602,Original_Tiles_Resized 177.png,Layer_Labeled_Resized 177.npy
603,Original_Tiles_Resized 178.png,Layer_Labeled_Resized 178.npy
604,Original_Tiles_Resized 179.png,Layer_Labeled_Resized 179.npy
605,Original_Tiles_Resized 18.png,Layer_Labeled_Resized 18.npy
606,Original_Tiles_Resized 180.png,Layer_Labeled_Resized 180.npy
607,Original_Tiles_Resized 181.png,Layer_Labeled_Resized 181.npy
608,Original_Tiles_Resized 182.png,Layer_Labeled_Resized 182.npy
609,Original_Tiles_Resized 183.png,Layer_Labeled_Resized 183.npy
610,Original_Tiles_Resized 184.png,Layer_Labeled_Resized 184.npy
611,Original_Tiles_Resized 185.png,Layer_Labeled_Resized 185.npy
612,Original_Tiles_Resized 186.png,Layer_Labeled_Resized 186.npy
613,Original_Tiles_Resized 187.png,Layer_Labeled_Resized 187.npy
614,Original_Tiles_Resized 188.png,Layer_Labeled_Resized 188.npy
615,Original_Tiles_Resized 189.png,Layer_Labeled_Resized 189.npy
616,Original_Tiles_Resized 19.png,Layer_Labeled_Resized 19.npy
617,Original_Tiles_Resized 190.png,Layer_Labeled_Resized 190.npy
618,Original_Tiles_Resized 191.png,Layer_Labeled_Resized 191.npy
619,Original_Tiles_Resized 192.png,Layer_Labeled_Resized 192.npy
620,Original_Tiles_Resized 193.png,Layer_Labeled_Resized 193.npy
621,Original_Tiles_Resized 194.png,Layer_Labeled_Resized 194.npy
622,Original_Tiles_Resized 195.png,Layer_Labeled_Resized 195.npy
623,Original_Tiles_Resized 196.png,Layer_Labeled_Resized 196.npy
624,Original_Tiles_Resized 197.png,Layer_Labeled_Resized 197.npy
625,Original_Tiles_Resized 198.png,Layer_Labeled_Resized 198.npy
626,Original_Tiles_Resized 199.png,Layer_Labeled_Resized 199.npy
627,Original_Tiles_Resized 2.png,Layer_Labeled_Resized 2.npy
628,Original_Tiles_Resized 20.png,Layer_Labeled_Resized 20.npy
629,Original_Tiles_Resized 200.png,Layer_Labeled_Resized 200.npy
630,Original_Tiles_Resized 201.png,Layer_Labeled_Resized 201.npy
631,Original_Tiles_Resized 202.png,Layer_Labeled_Resized 202.npy
632,Original_Tiles_Resized 203.png,Layer_Labeled_Resized 203.npy
633,Original_Tiles_Resized 204.png,Layer_Labeled_Resized 204.npy
634,Original_Tiles_Resized 205.png,Layer_Labeled_Resized 205.npy
635,Original_Tiles_Resized 206.png,Layer_Labeled_Resized 206.npy
636,Original_Tiles_Resized 207.png,Layer_Labeled_Resized 207.npy
637,Original_Tiles_Resized 208.png,Layer_Labeled_Resized 208.npy
638,Original_Tiles_Resized 209.png,Layer_Labeled_Resized 209.npy
639,Original_Tiles_Resized 21.png,Layer_Labeled_Resized 21.npy
640,Original_Tiles_Resized 210.png,Layer_Labeled_Resized 210.npy
641,Original_Tiles_Resized 211.png,Layer_Labeled_Resized 211.npy
642,Original_Tiles_Resized 212.png,Layer_Labeled_Resized 212.npy
643,Original_Tiles_Resized 213.png,Layer_Labeled_Resized 213.npy
644,Original_Tiles_Resized 214.png,Layer_Labeled_Resized 214.npy
645,Original_Tiles_Resized 215.png,Layer_Labeled_Resized 215.npy
646,Original_Tiles_Resized 216.png,Layer_Labeled_Resized 216.npy
647,Original_Tiles_Resized 217.png,Layer_Labeled_Resized 217.npy
648,Original_Tiles_Resized 218.png,Layer_Labeled_Resized 218.npy
649,Original_Tiles_Resized 219.png,Layer_Labeled_Resized 219.npy
650,Original_Tiles_Resized 22.png,Layer_Labeled_Resized 22.npy
651,Original_Tiles_Resized 220.png,Layer_Labeled_Resized 220.npy
652,Original_Tiles_Resized 221.png,Layer_Labeled_Resized 221.npy
653,Original_Tiles_Resized 222.png,Layer_Labeled_Resized 222.npy
654,Original_Tiles_Resized 223.png,Layer_Labeled_Resized 223.npy
655,Original_Tiles_Resized 224.png,Layer_Labeled_Resized 224.npy
656,Original_Tiles_Resized 225.png,Layer_Labeled_Resized 225.npy
657,Original_Tiles_Resized 226.png,Layer_Labeled_Resized 226.npy
658,Original_Tiles_Resized 227.png,Layer_Labeled_Resized 227.npy
659,Original_Tiles_Resized 228.png,Layer_Labeled_Resized 228.npy
660,Original_Tiles_Resized 229.png,Layer_Labeled_Resized 229.npy
661,Original_Tiles_Resized 23.png,Layer_Labeled_Resized 23.npy
662,Original_Tiles_Resized 230.png,Layer_Labeled_Resized 230.npy
663,Original_Tiles_Resized 231.png,Layer_Labeled_Resized 231.npy
664,Original_Tiles_Resized 232.png,Layer_Labeled_Resized 232.npy
665,Original_Tiles_Resized 233.png,Layer_Labeled_Resized 233.npy
666,Original_Tiles_Resized 234.png,Layer_Labeled_Resized 234.npy
667,Original_Tiles_Resized 235.png,Layer_Labeled_Resized 235.npy
668,Original_Tiles_Resized 236.png,Layer_Labeled_Resized 236.npy
669,Original_Tiles_Resized 237.png,Layer_Labeled_Resized 237.npy
670,Original_Tiles_Resized 238.png,Layer_Labeled_Resized 238.npy
671,Original_Tiles_Resized 239.png,Layer_Labeled_Resized 239.npy
672,Original_Tiles_Resized 24.png,Layer_Labeled_Resized 24.npy
673,Original_Tiles_Resized 240.png,Layer_Labeled_Resized 240.npy
674,Original_Tiles_Resized 241.png,Layer_Labeled_Resized 241.npy
675,Original_Tiles_Resized 242.png,Layer_Labeled_Resized 242.npy
676,Original_Tiles_Resized 243.png,Layer_Labeled_Resized 243.npy
677,Original_Tiles_Resized 244.png,Layer_Labeled_Resized 244.npy
678,Original_Tiles_Resized 245.png,Layer_Labeled_Resized 245.npy
679,Original_Tiles_Resized 246.png,Layer_Labeled_Resized 246.npy
680,Original_Tiles_Resized 247.png,Layer_Labeled_Resized 247.npy
681,Original_Tiles_Resized 248.png,Layer_Labeled_Resized 248.npy
682,Original_Tiles_Resized 249.png,Layer_Labeled_Resized 249.npy
683,Original_Tiles_Resized 25.png,Layer_Labeled_Resized 25.npy
684,Original_Tiles_Resized 250.png,Layer_Labeled_Resized 250.npy
685,Original_Tiles_Resized 251.png,Layer_Labeled_Resized 251.npy
686,Original_Tiles_Resized 252.png,Layer_Labeled_Resized 252.npy
687,Original_Tiles_Resized 253.png,Layer_Labeled_Resized 253.npy
688,Original_Tiles_Resized 254.png,Layer_Labeled_Resized 254.npy
689,Original_Tiles_Resized 255.png,Layer_Labeled_Resized 255.npy
690,Original_Tiles_Resized 256.png,Layer_Labeled_Resized 256.npy
691,Original_Tiles_Resized 257.png,Layer_Labeled_Resized 257.npy
692,Original_Tiles_Resized 258.png,Layer_Labeled_Resized 258.npy
693,Original_Tiles_Resized 259.png,Layer_Labeled_Resized 259.npy
694,Original_Tiles_Resized 26.png,Layer_Labeled_Resized 26.npy
695,Original_Tiles_Resized 260.png,Layer_Labeled_Resized 260.npy
696,Original_Tiles_Resized 261.png,Layer_Labeled_Resized 261.npy
697,Original_Tiles_Resized 262.png,Layer_Labeled_Resized 262.npy
698,Original_Tiles_Resized 263.png,Layer_Labeled_Resized 263.npy
699,Original_Tiles_Resized 264.png,Layer_Labeled_Resized 264.npy
700,Original_Tiles_Resized 265.png,Layer_Labeled_Resized 265.npy
701,Original_Tiles_Resized 266.png,Layer_Labeled_Resized 266.npy
702,Original_Tiles_Resized 267.png,Layer_Labeled_Resized 267.npy
703,Original_Tiles_Resized 268.png,Layer_Labeled_Resized 268.npy
704,Original_Tiles_Resized 269.png,Layer_Labeled_Resized 269.npy
705,Original_Tiles_Resized 27.png,Layer_Labeled_Resized 27.npy
706,Original_Tiles_Resized 270.png,Layer_Labeled_Resized 270.npy
707,Original_Tiles_Resized 271.png,Layer_Labeled_Resized 271.npy
708,Original_Tiles_Resized 272.png,Layer_Labeled_Resized 272.npy
709,Original_Tiles_Resized 273.png,Layer_Labeled_Resized 273.npy
710,Original_Tiles_Resized 274.png,Layer_Labeled_Resized 274.npy
711,Original_Tiles_Resized 275.png,Layer_Labeled_Resized 275.npy
712,Original_Tiles_Resized 276.png,Layer_Labeled_Resized 276.npy
713,Original_Tiles_Resized 277.png,Layer_Labeled_Resized 277.npy
714,Original_Tiles_Resized 278.png,Layer_Labeled_Resized 278.npy
715,Original_Tiles_Resized 279.png,Layer_Labeled_Resized 279.npy
716,Original_Tiles_Resized 28.png,Layer_Labeled_Resized 28.npy
717,Original_Tiles_Resized 280.png,Layer_Labeled_Resized 280.npy
718,Original_Tiles_Resized 281.png,Layer_Labeled_Resized 281.npy
719,Original_Tiles_Resized 282.png,Layer_Labeled_Resized 282.npy
720,Original_Tiles_Resized 283.png,Layer_Labeled_Resized 283.npy
721,Original_Tiles_Resized 284.png,Layer_Labeled_Resized 284.npy
722,Original_Tiles_Resized 285.png,Layer_Labeled_Resized 285.npy
723,Original_Tiles_Resized 286.png,Layer_Labeled_Resized 286.npy
724,Original_Tiles_Resized 287.png,Layer_Labeled_Resized 287.npy
725,Original_Tiles_Resized 288.png,Layer_Labeled_Resized 288.npy
726,Original_Tiles_Resized 289.png,Layer_Labeled_Resized 289.npy
727,Original_Tiles_Resized 29.png,Layer_Labeled_Resized 29.npy
728,Original_Tiles_Resized 290.png,Layer_Labeled_Resized 290.npy
729,Original_Tiles_Resized 291.png,Layer_Labeled_Resized 291.npy
730,Original_Tiles_Resized 292.png,Layer_Labeled_Resized 292.npy
731,Original_Tiles_Resized 293.png,Layer_Labeled_Resized 293.npy
732,Original_Tiles_Resized 294.png,Layer_Labeled_Resized 294.npy
733,Original_Tiles_Resized 295.png,Layer_Labeled_Resized 295.npy
734,Original_Tiles_Resized 296.png,Layer_Labeled_Resized 296.npy
735,Original_Tiles_Resized 297.png,Layer_Labeled_Resized 297.npy
736,Original_Tiles_Resized 298.png,Layer_Labeled_Resized 298.npy
737,Original_Tiles_Resized 299.png,Layer_Labeled_Resized 299.npy
738,Original_Tiles_Resized 3.png,Layer_Labeled_Resized 3.npy
739,Original_Tiles_Resized 30.png,Layer_Labeled_Resized 30.npy
740,Original_Tiles_Resized 300.png,Layer_Labeled_Resized 300.npy
741,Original_Tiles_Resized 301.png,Layer_Labeled_Resized 301.npy
742,Original_Tiles_Resized 302.png,Layer_Labeled_Resized 302.npy
743,Original_Tiles_Resized 303.png,Layer_Labeled_Resized 303.npy
744,Original_Tiles_Resized 304.png,Layer_Labeled_Resized 304.npy
745,Original_Tiles_Resized 305.png,Layer_Labeled_Resized 305.npy
746,Original_Tiles_Resized 306.png,Layer_Labeled_Resized 306.npy
747,Original_Tiles_Resized 307.png,Layer_Labeled_Resized 307.npy
